canonical_CompanyID,companyenrich_id,source_row_numbers,merge_basis,company_name,legal_name,website_url,domain,linkedin_company_url,linkedin_slug,linkedin_page_type,headquarters_city,headquarters_region,headquarters_country,headquarters_country_code,headquarters_display,locations_json,industry,industries_json,categories_json,company_type,employee_count,employee_count_range,employee_count_source,linkedin_follower_count,founded_year,revenue_range,description,seo_description,keywords_json,technologies_json,subsidiaries_json,naics_codes_json,financial_json,socials_json,logo_url,logo_source,page_rank,record_sources,linkedin_page_valid,enrichment_status,last_enriched_at
canonical-92f0d15cd51298de,019259d1-53c0-7573-8cd6-2696957e4a9d,[3814],unique,Cube Optics,Cube Optics AG,https://cubeoptics.com,cubeoptics.com,https://www.linkedin.com/company/cube-optics-ag,cube-optics-ag,company,mainz,Rhineland-Palatinate,Germany,DE,"Eindhoven Allee 3, 55129 Mainz, Germany","[{""address"":""Eindhoven Allee 3, 55129 Mainz, Germany"",""city"":{""id"":39644,""latitude"":49.98419,""longitude"":8.2791,""name"":""Mainz""},""country"":{""code"":""DE"",""latitude"":51,""longitude"":9,""name"":""Germany""},""phone"":""+49-6131-4995-100"",""postal_code"":""55129"",""state"":{""code"":""RP"",""id"":1386,""latitude"":50.118347,""longitude"":7.308953,""name"":""Rhineland-Palatinate""}}]",manufacturing,"[""telecommunications"",""Manufacturing"",""Manufacturing/Computer Equipment & Peripherals"",""Manufacturing/Electronics"",""Manufacturing/Medical Devices & Equipment"",""Manufacturing/Photographic & Optical Equipment"",""Manufacturing/Test & Measurement Equipment""]","[""b2b""]",public,,Nov-50,companyenrich,,2000,10m-50m,"Cube Optics develops and manufactures high-quality active and passive optical transport solutions as well as miniaturised optical components, serving advanced telecommunications and data networks. The company operates in the field of optical hardware, focusing on compact, high-performance components and systems for fiber optic networks. As part of HUBER+SUHNER Cube Optics, it emphasizes precise engineering and reliable connectivity for global customers in the optical communications industry.",HUBER+SUHNER Cube Optics; Pushing the boundaries of fiber optical transport for more than 20 yearsFiber optical transport is the backbone of the global data transmission. For more than 20 years we at HUBER+SUHNER Cube Optics are providing passive and active fiber optical transport solutions to network operators across the globe as well as micro-optical components to for example transceiver manufacturers. At HUBER+SUHNER Cube Optics we believe that it is crucial to work closely with the customers in order to truly understand the fundamental challenges and being able to provide the best possible solution.,"[""optical transport solutions"",""optical components"",""fibre optic components"",""active optical components"",""passive optical components"",""miniaturised optics"",""telecommunications optics"",""fiber optic transmissions"",""high-speed data transmission"",""optical networking hardware"",""fiber optic modules"",""optical alignment"",""carrier-grade optics"",""compact optical systems"",""precision optics"",""fiber optics"",""data transmission"",""network operators"",""optical transport"",""micro-optics"",""telecommunications""]","[""Outlook"",""Microsoft Office 365"",""Hubspot"",""Freshdesk"",""Google Tag Manager"",""YouTube"",""Apache"",""Duda"",""Google-Analytics"",""Google-Tag-Manager"",""Microsot-365"",""Nginx""]",,"[""334413"",""334519"",""334510""]","{""funding"":[{""amount"":""2829739 USD"",""date"":""2009-08-11T00:00:00"",""from"":null,""type"":""Series E - Cube Optics"",""url"":null},{""amount"":""3149864 USD"",""date"":""2008-05-26T00:00:00"",""from"":null,""type"":""Series D - Cube Optics"",""url"":null},{""amount"":""4802330 USD"",""date"":""2005-12-16T00:00:00"",""from"":""Target Partners"",""type"":""Series C - Cube Optics"",""url"":null},{""amount"":""9770233 USD"",""date"":""2002-09-26T00:00:00"",""from"":""Target Partners, The Carlyle Group"",""type"":""Series B - Cube Optics"",""url"":null},{""amount"":null,""date"":""2001-01-01T00:00:00"",""from"":null,""type"":""Series A - Cube Optics"",""url"":null}],""funding_date"":""2009-08-11T00:00:00"",""funding_stage"":""series_e"",""stock_exchange"":null,""stock_symbol"":null,""total_funding"":20552166}","[{""angellist_url"":null,""crunchbase_url"":""https://www.crunchbase.com/organization/cube-optics"",""facebook_url"":""https://facebook.com/pages/Cube-Optics-AG/463703480357797"",""g2_url"":null,""github_url"":null,""instagram_url"":null,""linkedin_id"":""87167363"",""linkedin_url"":""https://www.linkedin.com/company/cubeoptics"",""twitter_url"":""https://twitter.com/CubeOptics"",""youtube_url"":null}]",https://api.companyenrich.com/companies/logo/019259d1-53c0-7573-8cd6-2696957e4a9d,companyenrich_autocomplete,0,"[""Gigasheet""]",,succeeded,2026-08-16T22:38:56Z
//,,,,cubemos,,,,https://www.linkedin.com/company/cubemos-gmbh,cubemos-gmbh,company,,,,,,,,,,,,,,,,,,,,,,,,,https://media.licdn.com/dms/image/v2/D4E0BAQHsHLDq7gh_pw/company-logo_100_100/B4EZ7znrZGJgAI-/0/1782203725614/cubemos_gmbh_logo?e=2147483647&v=beta&t=i6lTUL6KhfiI2MOjJYVYIzlRCklLUvBzGQj4WMYOK9E,LinkedIn,,,,,
canonical-b31be9b304f1467c,,[4078],unique,db engineering consulting,,https://db-engineering-consulting.com,db-engineering-consulting.com,https://www.linkedin.com/company/db-engineering-consulting,db-engineering-consulting,company,berlin,,,,,,transportation/trucking/railroad,"[""transportation/trucking/railroad""]",,,,,,,,,,,,,,,,,,,,"[""Gigasheet""]",,skipped_no_logo,2026-08-16T21:36:56Z
//,,,,CubicWorks,,,,https://www.linkedin.com/company/cubicworks,cubicworks,company,,,,,,,,,,,,,,,,,,,,,,,,,https://media.licdn.com/dms/image/v2/C4E0BAQF76ToiOguL6g/company-logo_100_100/company-logo_100_100/0/1630637805404?e=2147483647&v=beta&t=ov4AxR7KTf8DpVHjYDAdxwOHnWVQ74P0hu3Zf-gpTaE,LinkedIn,,,,,
//,,,,Cubiq Recruitment,,,,https://www.linkedin.com/company/cubiq-recruitment,cubiq-recruitment,company,,,,,,,,,,,,,,,,,,,,,,,,,https://media.licdn.com/dms/image/v2/D4E0BAQE8feo6oA6QkA/company-logo_100_100/company-logo_100_100/0/1688052987693/cubiq_recruitment_logo?e=2147483647&v=beta&t=JGbDXlrXRFEhPXLTsFA6-aYWh839vZcawmlzMi1wKAk,LinkedIn,,,,,
//,,,,cuisyn,,,,https://www.linkedin.com/company/cuisyn,cuisyn,company,,,,,,,,,,,,,,,,,,,,,,,,,https://media.licdn.com/dms/image/v2/D4D0BAQHnfmVrQYxVZQ/company-logo_100_100/B4DZ3YhofEIYAU-/0/1777454189011/cuisyn_logo?e=2147483647&v=beta&t=_9VHnALxKqnABlzEPyXUaz7OXjw-ObCmeVA0g0eam6k,LinkedIn,,,,,
//,,,,Culinarius Gruppe,,,,https://www.linkedin.com/company/culinarius-group,culinarius-group,company,,,,,,,,,,,,,,,,,,,,,,,,,https://media.licdn.com/dms/image/v2/C4E0BAQFQ_TVKEYpMwA/company-logo_100_100/company-logo_100_100/0/1630647566359/culinarius_media_logo?e=2147483647&v=beta&t=ivnPhrY9mHWtrrQO8d9--T5Bi1ScV8cM2lYdKDLn7Bk,LinkedIn,,,,,
//,,,,Cultura,,,,https://www.linkedin.com/company/cultura,cultura,company,,,,,,,,,,,,,,,,,,,,,,,,,https://media.licdn.com/dms/image/v2/D4D0BAQEwa4H13zDd0A/company-logo_100_100/company-logo_100_100/0/1704367997111/cultura_logo?e=2147483647&v=beta&t=uo_RhtfqjYxXraoaU5P4EEn4m_hgY3GDOG7IlFDPa-g,LinkedIn,,,,,
//,,,,Cultura Connect,,,,https://www.linkedin.com/company/culturaconnect,culturaconnect,company,,,,,,,,,,,,,,,,,,,,,,,,,https://media.licdn.com/dms/image/v2/C4D0BAQGZV7697XbuQA/company-logo_100_100/company-logo_100_100/0/1636219922995/culturaconnect_logo?e=2147483647&v=beta&t=5Qws6j6FOyqLCrYd87SVvwbgjm3sGTIy4kBlmvoRMw8,LinkedIn,,,,,
//,,,,Culture Vitale,,,,https://www.linkedin.com/company/culturevitale,culturevitale,company,,,,,,,,,,,,,,,,,,,,,,,,,https://media.licdn.com/dms/image/v2/D4E0BAQGx7Ie3S7VjhQ/company-logo_100_100/B4EZocdsCJIQAQ-/0/1761414137326/culturevitale_logo?e=2147483647&v=beta&t=XtXKQIW3EAQT7oVyD46Vm_lr6ypIW72ekRwn3liwg5k,LinkedIn,,,,,
canonical-b82bbf7bdba9b902,019259f4-5b4a-797b-bbfc-3a0f496772d2,[429],unique,Cummins Deutschland,,https://www.cummins.de,cummins.de,,,,Gross-Gerau,,Germany,DE,,"[{""address"":null,""city"":null,""country"":{""code"":""DE"",""latitude"":51,""longitude"":9,""name"":""Germany""},""phone"":null,""postal_code"":null,""state"":null}]",manufacturing,"[""Retail"",""Manufacturing"",""Manufacturing/Industrial Machinery & Equipment"",""Consumer Services/Repair Services""]","[""b2b""]",private,,Nov-50,companyenrich,,,,"Cummins Deutschland GmbH is a subsidiary of Cummins Inc., specializing in manufacturing and servicing diesel and alternative fuel engines and power generation equipment. Operating in Germany, the company provides advanced engine technologies and power solutions to various industries including automotive, industrial, and power generation sectors.",Cummins Deutschland GmbH. Ihr Motor - unsere Kompetenz,"[""diesel engines"",""power solutions"",""engine manufacturing"",""alternative fuels"",""power generation"",""industrial engines"",""manufacturing""]",,,"[""333618"",""335312"",""811310""]","{""funding"":null,""funding_date"":null,""funding_stage"":null,""stock_exchange"":null,""stock_symbol"":null,""total_funding"":null}","[{""angellist_url"":null,""crunchbase_url"":null,""facebook_url"":null,""g2_url"":null,""github_url"":null,""instagram_url"":null,""linkedin_id"":""6205788"",""linkedin_url"":""https://www.linkedin.com/company/cummins-deutschland-gmbh"",""twitter_url"":null,""youtube_url"":null}]",https://api.companyenrich.com/companies/logo/019259f4-5b4a-797b-bbfc-3a0f496772d2,companyenrich_autocomplete,0,"[""BissCareers""]",,succeeded,2026-08-16T22:13:53Z
//,,,,Cummins Europe,,,,https://www.linkedin.com/company/cummins-europe,cummins-europe,company,,,,,,,,,,,,,,,,,,,,,,,,,https://media.licdn.com/dms/image/v2/C560BAQHlQZDohflFgQ/company-logo_100_100/company-logo_100_100/0/1630593592286/cummins_europe_logo?e=2147483647&v=beta&t=sBPmaMyRCFvQLYmwMQ4D_28iVPjc6Myr-A79G9tUtJQ,LinkedIn,,,,,
canonical-8fef05bb8746ea71,,[449],unique,DB FAHRZEUGINSTANDHALTUNG,,https://www.db-fzi.com,db-fzi.com,,,,Frankfurt,,,,,,business services,"[""Business Services""]",,,,,,,,,,,,,,,,,,,,"[""BissCareers""]",,skipped_no_logo,2026-08-16T21:36:56Z
//,,,,cunnect GmbH,,,,https://www.linkedin.com/company/cunnect-gmbh,cunnect-gmbh,company,,,,,,,,,,,,,,,,,,,,,,,,,https://media.licdn.com/dms/image/v2/D4D0BAQHahqz9P_ORZw/company-logo_100_100/B4DZVoC5PXGcAU-/0/1741207344982?e=2147483647&v=beta&t=E4ecnqLmIebAor9mt-48FIq_gmrWhkYXNui2UwLZgw0,LinkedIn,,,,,
//,,,,CUNO Fleetservices GmbH,,,,https://www.linkedin.com/company/cunofleetservicesgmbh,cunofleetservicesgmbh,company,,,,,,,,,,,,,,,,,,,,,,,,,https://media.licdn.com/dms/image/v2/D4E0BAQE7S8b482uq6g/company-logo_100_100/company-logo_100_100/0/1711092317852?e=2147483647&v=beta&t=qM3qYOckRkJ9QtyHdDdHLm65zjiu0P8tdthXsyRXQIY,LinkedIn,,,,,
canonical-592b841ae0617fc4,,[5096],unique,db netz ag,,,,https://www.linkedin.com/company/db-netz-ag,db-netz-ag,company,,,,,,,railroad manufacture,"[""railroad manufacture""]",,,,,,,,,,,,,,,,,,,,"[""FreeCompany""]",,skipped_no_logo,2026-08-16T21:36:56Z
//,,,,Cup Concept Nederland,,,,https://www.linkedin.com/company/cup-concept-nederland,cup-concept-nederland,company,,,,,,,,,,,,,,,,,,,,,,,,,https://media.licdn.com/dms/image/v2/D4E0BAQFlM46lPTiKaA/company-logo_100_100/company-logo_100_100/0/1727008449755?e=2147483647&v=beta&t=i19Hkq7X0dpOzSbXoI_wtI18ysLUtcfmo7J09wNeDYc,LinkedIn,,,,,
//,,,,CURA COSMETICS GROUP,,,,https://www.linkedin.com/company/cura-marketing-gmbh,cura-marketing-gmbh,company,,,,,,,,,,,,,,,,,,,,,,,,,https://media.licdn.com/dms/image/v2/C4E0BAQFTZMbybkZfiw/company-logo_100_100/company-logo_100_100/0/1630649309679/cura_marketing_gmbh_logo?e=2147483647&v=beta&t=tOiQgo1H9T621SrmP9kVh0o5sD6Uhm8OanOE_KMh1K0,LinkedIn,,,,,
//,,,,CURA Unternehmensgruppe,,,,https://www.linkedin.com/company/wirpflegen,wirpflegen,company,,,,,,,,,,,,,,,,,,,,,,,,,https://media.licdn.com/dms/image/v2/D4E0BAQEDPjOKBX2OXw/company-logo_100_100/B4EZfuzDJuHEAQ-/0/1752058049509/wirpflegen_logo?e=2147483647&v=beta&t=5dMtETh1lzFyirD4-jBB_GWVk2bL7GbI8A3TORreZ-Q,LinkedIn,,,,,
canonical-d898c323113fb289,,[452],unique,DB REGIO,,https://www.dbregio.de,dbregio.de,,,,Frankfurt,,,,,,"transport, freight & storage","[""Transport"",""Freight & Storage""]",,,,,,,,,,,,,,,,,,,,"[""BissCareers""]",,skipped_no_logo,2026-08-16T21:36:56Z
canonical-71d9c080723921dc,,[8811],unique,db schenker,,,,https://www.linkedin.com/company/dbschenker,dbschenker,company,,,,,,,logistics and supply chain,"[""logistics and supply chain""]",,,,,,,,,,,,,,,,,,,,"[""FreeCompany""]",,skipped_no_logo,2026-08-16T21:36:56Z
canonical-812c6b5c657613cd,,[2523],unique,DB ZUGBUS REGIONALVERKEHR ALB-BODENSEE (RAB),,https://www.zugbus-rab.de,zugbus-rab.de,,,,Ulm,,,,,,"transport, freight & storage","[""Transport"",""Freight & Storage""]",,,,,,,,,,,,,,,,,,,,"[""BissCareers""]",,skipped_no_logo,2026-08-16T21:36:56Z
canonical-f47dc606f8ffd3ab,,[8572],unique,dbl miettextilien,,,,https://www.linkedin.com/company/dblverbund,dblverbund,company,,,,,,,textiles,"[""textiles""]",,,,,,,,,,,,,,,,,,,,"[""FreeCompany""]",,skipped_no_logo,2026-08-16T21:36:56Z
//,,,,Curt Beuthel GmbH & Co. KG,,,,https://www.linkedin.com/company/curt-beuthel-gmbh-&-co.-kg,curt-beuthel-gmbh-&-co.-kg,company,,,,,,,,,,,,,,,,,,,,,,,,,https://media.licdn.com/dms/image/v2/C4E0BAQFKsFgwCk2JgA/company-logo_100_100/company-logo_100_100/0/1650455808738/curt_beuthel_gmbh__co_kg_logo?e=2147483647&v=beta&t=iW7489lyb2nRzxt9jLsiJubzFKn-8bo8k_UXeK2Ypwc,LinkedIn,,,,,
canonical-8024319195c06aed,,[6701],unique,dcs communication center,,,,https://www.linkedin.com/company/dcscallcenter,dcscallcenter,company,,,,,,,outsourcing/offshoring,"[""outsourcing/offshoring""]",,,,,,,,,,,,,,,,,,,,"[""FreeCompany""]",,skipped_no_logo,2026-08-16T21:36:56Z
canonical-f91ce91e7e50f379,,[7542],unique,ddk - deutsches dan-kollegium e.v.,,,,https://www.linkedin.com/company/ddk-deutsches-dan-kollegium-e-v,ddk-deutsches-dan-kollegium-e-v,company,,,,,,,sports,"[""sports""]",,,,,,,,,,,,,,,,,,,,"[""FreeCompany""]",,skipped_no_logo,2026-08-16T21:36:56Z
//,,,,CusanusGÃ¤rten,,,,https://www.linkedin.com/company/cusanusgaerten,cusanusgaerten,company,,,,,,,,,,,,,,,,,,,,,,,,,https://media.licdn.com/dms/image/v2/C4D0BAQH-rEOdid9rVw/company-logo_100_100/company-logo_100_100/0/1680078567521/cusanusgrten_logo?e=2147483647&v=beta&t=4mHJNwGCk63POBc_tYgJWKUILG6sHBFCNzti8MIadAo,LinkedIn,,,,,
//,,,,Cushman & Wakefield,,,,https://www.linkedin.com/company/cushman-&-wakefield,cushman-&-wakefield,company,,,,,,,,,,,,,,,,,,,,,,,,,https://media.licdn.com/dms/image/v2/D4E0BAQHwHFU117pzrw/company-logo_100_100/B4EZcUK6QtHsAQ-/0/1748390094413/cushman__wakefield_logo?e=2147483647&v=beta&t=WrT0kCBQJAb0LWVBOciwN5ZH4LPDg4YlMXarXRFukEo,LinkedIn,,,,,
//,,,,CuspAI,,,,https://www.linkedin.com/company/cusp-ai,cusp-ai,company,,,,,,,,,,,,,,,,,,,,,,,,,https://media.licdn.com/dms/image/v2/D4E0BAQFiYTv2PPxFIA/company-logo_100_100/B4EZ97XDsdKoAI-/0/1784481070126/cusp_ai_logo?e=2147483647&v=beta&t=VfqW9_fnPffWSaJdNOFDuCypiL6vYnEcJht_r1pEu8s,LinkedIn,,,,,
//,,,,Custom Agri Systems Inc,,,,https://www.linkedin.com/company/custom-agri-systems-inc,custom-agri-systems-inc,company,,,,,,,,,,,,,,,,,,,,,,,,,https://media.licdn.com/dms/image/v2/C560BAQEN1fgQ0DzcCg/company-logo_100_100/company-logo_100_100/0/1668546866916/custom_agri_systems_inc_logo?e=2147483647&v=beta&t=oSsMaQ56-HRQCBsLfyUd0gAM5GsooCS0rm2tE0Lqjh8,LinkedIn,,,,,
//,,,,CUSTOM CAREERS FACTORY GmbH,,,,https://www.linkedin.com/company/custom-careers-factory,custom-careers-factory,company,,,,,,,,,,,,,,,,,,,,,,,,,https://media.licdn.com/dms/image/v2/D4D0BAQGgf-PCHKh1pQ/company-logo_100_100/B4DZu5w6MdG8AQ-/0/1768348166213/custom_careers_factory_logo?e=2147483647&v=beta&t=owbR-AmYmqqtjxbLOMNv8ajS16bFaq3JT1dpdXe5pbo,LinkedIn,,,,,
//,,,,CUTMETALL,,,,https://www.linkedin.com/company/cutmetall,cutmetall,company,,,,,,,,,,,,,,,,,,,,,,,,,https://media.licdn.com/dms/image/v2/D4E0BAQEWxCyG_6OyYA/company-logo_100_100/company-logo_100_100/0/1686311095592/cutmetall_logo?e=2147483647&v=beta&t=42uvPX8Js9w9BWsp3ed5smO68LNShyAgWOIQD9vD-ps,LinkedIn,,,,,
//,,,,Cvandaag,,,,https://www.linkedin.com/company/cvandaag,cvandaag,company,,,,,,,,,,,,,,,,,,,,,,,,,https://media.licdn.com/dms/image/v2/C4E0BAQECHQxbpG3l_A/company-logo_100_100/company-logo_100_100/0/1657640609896/cip_nl_logo?e=2147483647&v=beta&t=Ibv6DlPIIQayknjoMN5geiH3RmrcKFIYm3kn8P5Njz8,LinkedIn,,,,,
//,,,,CVS Health,,,,https://www.linkedin.com/company/cvshealth,cvshealth,company,,,,,,,,,,,,,,,,,,,,,,,,,https://media.licdn.com/dms/image/v2/C4E0BAQEhOw_KVli-CQ/company-logo_100_100/company-logo_100_100/0/1669901807779/cvs_health_logo?e=2147483647&v=beta&t=7Zbl4YQT2g70yQIZWM9YuvkyO43BFVgrZru7UvU86d0,LinkedIn,,,,,
//,,,,CVX Ventures,,,,https://www.linkedin.com/company/cvxventures,cvxventures,company,,,,,,,,,,,,,,,,,,,,,,,,,https://media.licdn.com/dms/image/v2/D4E0BAQGlQMYQbKdCTA/company-logo_100_100/company-logo_100_100/0/1700645245984/cvxventures_logo?e=2147483647&v=beta&t=iocxPNTsnG01Z6u932YaBvN3wR9wnjnK4COv78RoeGk,LinkedIn,,,,,
canonical-6f600ba1922d39e0,,[3513],unique,ddv mediengruppe,,https://ddv-mediengruppe.de,ddv-mediengruppe.de,https://www.linkedin.com/company/ddv-mediengruppe,ddv-mediengruppe,company,dresden,,,,,,publishing,"[""publishing""]",,,,,,,,,,,,,,,,,,,,"[""Gigasheet""]",,skipped_no_logo,2026-08-16T21:36:56Z
//,,,,CWS Cleanrooms,,,,https://www.linkedin.com/company/cws-cleanrooms,cws-cleanrooms,company,,,,,,,,,,,,,,,,,,,,,,,,,https://media.licdn.com/dms/image/v2/D560BAQH74HvmcOUYPA/company-logo_100_100/B56ZjqgqCZHUAQ-/0/1756281086650/cws_cleanrooms_logo?e=2147483647&v=beta&t=Ms4ZsEioeyMNFPoAfnXhVSXeqYhgAxcf6vwIzABmBb8,LinkedIn,,,,,
//,,,,CWS Fire Safety GmbH,,,,https://www.linkedin.com/company/cws-fire-safety,cws-fire-safety,company,,,,,,,,,,,,,,,,,,,,,,,,,https://media.licdn.com/dms/image/v2/D4E0BAQFAvNtcvy5JPQ/company-logo_100_100/company-logo_100_100/0/1707823737239/cws_fire_safety_logo?e=2147483647&v=beta&t=xxzP-7eLLW4Vkwbwp9JuqdD6KOqReQzgvrBslUXqHoQ,LinkedIn,,,,,
//,,,,CWS Hygiene Ã–sterreich,,,,https://www.linkedin.com/company/cws-sterreich,cws-sterreich,company,,,,,,,,,,,,,,,,,,,,,,,,,https://media.licdn.com/dms/image/v2/D4D0BAQH_ml01Q0Hk8g/company-logo_100_100/company-logo_100_100/0/1722598350056/cws_sterreich_logo?e=2147483647&v=beta&t=qStrUqsuplsofddq55EAKZub_JztjzXr_nlhZRwMs8c,LinkedIn,,,,,
//,,,,CWS Hygiene Deutschland,,,,https://www.linkedin.com/company/cws-boco-deutschland-gmbh,cws-boco-deutschland-gmbh,company,,,,,,,,,,,,,,,,,,,,,,,,,https://media.licdn.com/dms/image/v2/D4E0BAQHlzkcHSPTUCw/company-logo_100_100/company-logo_100_100/0/1720078080857/cws_boco_deutschland_gmbh_logo?e=2147483647&v=beta&t=wHfrGbJnpDixABC6eliwimVNgDeGgQRgwR3YtoPN8tk,LinkedIn,,,,,
//,,,,CWS Workwear,,,,https://www.linkedin.com/company/cws-workwear,cws-workwear,company,,,,,,,,,,,,,,,,,,,,,,,,,https://media.licdn.com/dms/image/v2/D4E0BAQGSK5qK9AWjQg/company-logo_100_100/company-logo_100_100/0/1707744762170/cws_workwear_logo?e=2147483647&v=beta&t=tIWYJRiWXFNPmSYo_7hqHrHKlUbDexiqm3ju_l4CfOA,LinkedIn,,,,,
canonical-b07fe76b477eb00a,,[4651],unique,de:hub initiative,,,,https://www.linkedin.com/company/dehubinitiative,dehubinitiative,company,,,,,,,political organization,"[""political organization""]",,,,,,,,,,,,,,,,,,,,"[""FreeCompany""]",,skipped_no_logo,2026-08-16T21:36:56Z
//,,,,CXG,,,,https://www.linkedin.com/company/cxgroup,cxgroup,company,,,,,,,,,,,,,,,,,,,,,,,,,https://media.licdn.com/dms/image/v2/D4D0BAQEdzR027LLB0A/company-logo_100_100/B4DZyfOknbGQAQ-/0/1772197924532/cxgroup_logo?e=2147483647&v=beta&t=ZVFtq7tYGwtCV-py5zAoLsegSXGs4rtQ267NFwQF1N8,LinkedIn,,,,,
//,,,,CYBER FOX AG,,,,https://www.linkedin.com/company/cyber-fox-ag,cyber-fox-ag,company,,,,,,,,,,,,,,,,,,,,,,,,,https://media.licdn.com/dms/image/v2/D4D0BAQEi4mqlzBrcqQ/company-logo_100_100/B4DZ0AbfQuJ4AQ-/0/1773828699547?e=2147483647&v=beta&t=sTusjCNHSvRqxwGO6u-9V1GRNbDeyCn0R7-LnoKFtoQ,LinkedIn,,,,,
//,,,,CyberCoders,,,,https://www.linkedin.com/company/cybercoders,cybercoders,company,,,,,,,,,,,,,,,,,,,,,,,,,https://media.licdn.com/dms/image/v2/D4E0BAQGMExGUrmJKcQ/company-logo_100_100/B4EZ4jvxTvJEAI-/0/1778716186084/cybercoders_logo?e=2147483647&v=beta&t=aSTHT3GQUlWDnGyE8BX_zHmIhWGKgQN6hnVg11ouqw4,LinkedIn,,,,,
canonical-2e20432993f49f19,,[4983],unique,dea deutsche erdoel ag,,,,https://www.linkedin.com/company/dea-deutsche-erdoel-ag,dea-deutsche-erdoel-ag,company,,,,,,,oil & energy,"[""oil & energy""]",,,,,,,,,,,,,,,,,,,,"[""FreeCompany""]",,skipped_no_logo,2026-08-16T21:36:56Z
canonical-800a185326c9e081,,[4115],unique,dedalus healthcare,,https://dedalusgroup.de,dedalusgroup.de,https://www.linkedin.com/company/dedalus-healthcare,dedalus-healthcare,company,bonn,,,,,,hospital & health care,"[""hospital & health care""]",,,,,,,,,,,,,,,,,,,,"[""Gigasheet""]",,skipped_no_logo,2026-08-16T21:36:56Z
//,,,,Cyberport SE,,,,https://www.linkedin.com/company/cyberport,cyberport,company,,,,,,,,,,,,,,,,,,,,,,,,,https://media.licdn.com/dms/image/v2/D4E0BAQE2O9wYQuFJQw/company-logo_100_100/company-logo_100_100/0/1695998323679/cyberport_logo?e=2147483647&v=beta&t=KHqb2ySENSXEvEVibzOC6IEBqsHeNUz95x2ErmbBeJs,LinkedIn,,,,,
//,,,,CYBEX,,,,https://www.linkedin.com/company/cybex-gmbh,cybex-gmbh,company,,,,,,,,,,,,,,,,,,,,,,,,,https://media.licdn.com/dms/image/v2/D4D0BAQHz7qkpjzT9Gw/company-logo_100_100/company-logo_100_100/0/1721898719193/cybex_gmbh_logo?e=2147483647&v=beta&t=MkedAe2-4tn3qCbbi6_qiXtgi1oETjrKtfa5d19JyOM,LinkedIn,,,,,
//,,,,CYCLE,,,,https://www.linkedin.com/company/cycle-eco,cycle-eco,company,,,,,,,,,,,,,,,,,,,,,,,,,https://media.licdn.com/dms/image/v2/C4D0BAQH7gDMECzYPaA/company-logo_100_100/company-logo_100_100/0/1659609032374/cycle_eco_logo?e=2147483647&v=beta&t=nFPMCWw27dDvOmFx2gSsV2Cbp-OHRQuCZkjWKPyJGBE,LinkedIn,,,,,
//,,,,Cyclops,,,,https://www.linkedin.com/company/cyclopsinc,cyclopsinc,company,,,,,,,,,,,,,,,,,,,,,,,,,https://media.licdn.com/dms/image/v2/D560BAQE7vJkUWmeJ4Q/company-logo_100_100/B56Zy47DkNHAAQ-/0/1772629015123/cyclopsinc_logo?e=2147483647&v=beta&t=g2QGn9ehcwwX-q59-XDhXWdBxF4NRWIh1GblRo07Qxo,LinkedIn,,,,,
//,,,,Cygrid,,,,https://www.linkedin.com/company/cygridio,cygridio,company,,,,,,,,,,,,,,,,,,,,,,,,,https://media.licdn.com/dms/image/v2/D4D0BAQG-GtKOav_GLQ/company-logo_100_100/B4DZxmYLaEKEAQ-/0/1771244140522/cygridio_logo?e=2147483647&v=beta&t=TaJH143EpvUVZ8gD_p1EZiCUj9fnt6l1IFEWuqRS5_I,LinkedIn,,,,,
//,,,,CynLr,,,,https://www.linkedin.com/company/cyn-lr,cyn-lr,company,,,,,,,,,,,,,,,,,,,,,,,,,https://media.licdn.com/dms/image/v2/C560BAQEM4VvgHzPxEA/company-logo_100_100/company-logo_100_100/0/1678099060931/cyn_lr_logo?e=2147483647&v=beta&t=ldQyeV-W4DTrGCzqR5t9sa7xodlQtyLRpk1EEpmxGZE,LinkedIn,,,,,
//,,,,Cyrus by Arian Ghotbi,,,,https://www.linkedin.com/company/cyrus-digital-gmbh,cyrus-digital-gmbh,company,,,,,,,,,,,,,,,,,,,,,,,,,https://media.licdn.com/dms/image/v2/D4D0BAQEWPgbGlXdSjA/company-logo_100_100/company-logo_100_100/0/1731603148349/cyrus_digital_gmbh_logo?e=2147483647&v=beta&t=SICEcMDJ1akCrePyuiH-dSKcG9AST2FB_wO1cbK3s0g,LinkedIn,,,,,
//,,,,d & d brandschutzsysteme gmbh,,,,https://www.linkedin.com/company/dd-brandschutzsysteme-gmbh,dd-brandschutzsysteme-gmbh,company,,,,,,,,,,,,,,,,,,,,,,,,,https://media.licdn.com/dms/image/v2/D4E0BAQHoqUb_aK05Iw/company-logo_100_100/company-logo_100_100/0/1736861273299?e=2147483647&v=beta&t=XgSAqnx_DN91a6H00IXUnAXRYQrtJq4OYK_PzxHLiTY,LinkedIn,,,,,
